"","Year","Area","Street","Street 2"
"1259",2011,"Birmingham","Outside  Revolution  Bridge  St  Walsal",NA
"1260",2011,"Birmingham","Outside  Rocket  Club  Broad  St",NA
"1261",2011,"Birmingham","Outside  Walkabout,Broad  str.",NA
"1262",2011,"Birmingham","O'velvet,  Nightclub,  Broad  St,  Birmingham",NA
"1263",2011,"Birmingham","Oxhill  rd.",NA
"1264",2011,"Birmingham","Pagoda   Sland",NA
"1265",2011,"Birmingham","Paradise  Forum",NA
"1266",2011,"Birmingham","Paradise  Forum  City  Centre  Birmingham",NA
"1267",2011,"Birmingham","Paradise  Forum,  Victoria  Square,  Birmingham",NA
"1268",2011,"Birmingham","Pershore  St  Car  Park",NA
"1269",2011,"Birmingham","Pershore  str.  rd.,  City  Centre",NA
"1270",2011,"Birmingham","Pershore  str.,  City  Centre.",NA
"1271",2011,"Birmingham","Pizza  Hut,  New  St,  Birmingham",NA
"1272",2011,"Birmingham","Quigley  av.",NA
"1273",2011,"Birmingham","Rag  Market,  City  Centre",NA
"1274",2011,"Birmingham","Reflex  On  Broad  str.,  Birmingham",NA
"1275",2011,"Birmingham","Regency  Wharf",NA
"1276",2011,"Birmingham","Risa  Bar,  Birmingham",NA
"1277",2011,"Birmingham","Risa,Broad  str.",NA
"1278",2011,"Birmingham","Rookery  rd.,  Handsworth",NA
"1279",2011,"Birmingham","Rottersley  str.,  Birmingham",NA
"1280",2011,"Birmingham","Rotunda   Sland,  City  Centre",NA
"1281",2011,"Birmingham","Sainsburys  Colmore  Row",NA
"1282",2011,"Birmingham","Sandringham  rd.",NA
"1283",2011,"Birmingham","Sandwell  Hospital",NA
"1284",2011,"Birmingham","Sence  In  The  Arcadian",NA
"1285",2011,"Birmingham","Sense  Nightclub,  Arcadia,  Birmingham",NA
"1286",2011,"Birmingham","Shadwell  str.",NA
"1287",2011,"Birmingham","Shakespeare  Bar,  New  str.  Station.",NA
"1288",2011,"Birmingham","Shakespeare  Ph,  New  St  Station",NA
"1289",2011,"Birmingham","Sheepcote  str.,  Birmingham",NA
"1290",2011,"Birmingham","Sioho  rd.,  Handsworth",NA
"1291",2011,"Birmingham","Slade  rd.,  Erdington",NA
"1292",2011,"Birmingham","Small  Brook  Queensway",NA
"1293",2011,"Birmingham","Smallbrook  Queensway",NA
"1294",2011,"Birmingham","Smallbrook  Queensway",NA
"1295",2011,"Birmingham","Smallbrook  Queensway",NA
"1296",2011,"Birmingham","Smallbrook  Queensway  City  Centre  Birmingham",NA
"1297",2011,"Birmingham","Smallbrook  Queensway,City  Centre",NA
"1298",2011,"Birmingham","Smethwick  End",NA
"1299",2011,"Birmingham","Soho  Hill",NA
"1300",2011,"Birmingham","Soho  Hill,  Handsworth,  Birmingham",NA
"1301",2011,"Birmingham","Soho  rd.",NA
"1302",2011,"Birmingham","Soho  rd.",NA
"1303",2011,"Birmingham","Soho  rd.",NA
"1304",2011,"Birmingham","Soho  rd.",NA
"1305",2011,"Birmingham","Sommerfield  Park,  Winson  Green",NA
"1306",2011,"Birmingham","Square  Peg  Ph",NA
"1307",2011,"Birmingham","Square  Peg,Corporation  str.",NA
"1308",2011,"Birmingham","Star  City,  Aston.",NA
"1309",2011,"Birmingham","Star  City,  Birmingham",NA
"1310",2011,"Birmingham","Star  City,  Nechells",NA
"1311",2011,"Birmingham","Station  rd.,  City  Centre",NA
"1312",2011,"Birmingham","Steelhouse  Lane",NA
"1313",2011,"Birmingham","Steelhouse  Lane",NA
"1314",2011,"Birmingham","Steelhouse  Lane",NA
"1315",2011,"Birmingham","Steelhouse  Lane",NA
"1316",2011,"Birmingham","Steelhouse  Lane",NA
"1317",2011,"Birmingham","Steelhouse  Lane",NA
"1318",2011,"Birmingham","Steelhouse  Lane",NA
"1319",2011,"Birmingham","Steelhouse  Lane",NA
"1320",2011,"Birmingham","Steelhouse  Lane  Police  Station",NA
"1321",2011,"Birmingham","Steelhouse  Lane,  Birmingham",NA
"1322",2011,"Birmingham","Steelhouse  Lane,  City  Centre,  Birmingham",NA
"1323",2011,"Birmingham","Stephenson  St",NA
"1324",2011,"Birmingham","Stephenson  str.",NA
"1325",2011,"Birmingham","Stephenson  str.,  Birmingham  City",NA
"1326",2011,"Birmingham","Stephenson  str.,  City  Centre",NA
"1327",2011,"Birmingham","Stephensons  str.",NA
"1328",2011,"Birmingham","Suffolk  St  Queensway",NA
"1329",2011,"Birmingham","Sugar  Suite,  Broad  str.",NA
"1330",2011,"Birmingham","Summer  Lane",NA
"1331",2011,"Birmingham","Summer  Row",NA
"1332",2011,"Birmingham","Temple  Row",NA
"1333",2011,"Birmingham","Temple  Row",NA
"1334",2011,"Birmingham","Tennant  St",NA
"1335",2011,"Birmingham","Terrace  rd.,  Handsworth",NA
"1336",2011,"Birmingham","Tesco  Aston  Lane",NA
"1337",2011,"Birmingham","Tesco  Springhill",NA
"1338",2011,"Birmingham","The  Parade  Sutton  Coldfield",NA
"1339",2011,"Birmingham","The  Parade,  Sutton  Coldfield",NA
"1340",2011,"Birmingham","The  Ramp,  Corporation  St,  Birmingham",NA
"1341",2011,"Birmingham","The  Ramp.",NA
"1342",2011,"Birmingham","Thornhill  rd.,  Birmingham",NA
"1343",2011,"Birmingham","Thornhill  rd.,  Handsworth",NA
"1344",2011,"Birmingham","Thorpe  St  At  Hurst  St",NA
"1345",2011,"Birmingham","Thorpe  str.",NA
"1346",2011,"Birmingham","Trocadero  Public  House  O/S",NA
"1347",2011,"Birmingham","Turners  Pallets,  Hayhole  rd.",NA
"1348",2011,"Birmingham","Upper  Dean  str.",NA
"1349",2011,"Birmingham","Upper  Dean  str.,  Birmingham",NA
"1350",2011,"Birmingham","Upper  Dean  str.,  Birmingham  City  Centre",NA
"1351",2011,"Birmingham","Upper  Dean  str.,  City  Centre",NA
"1352",2011,"Birmingham","Upper  Parade  Sutton  Coldfield",NA
"1353",2011,"Birmingham","Upper  Parade  Sutton  Coldfield",NA
"1354",2011,"Birmingham","Victoria  Square,    Bham",NA
"1355",2011,"Birmingham","Victoria  Square,  City  Centre.",NA
"1356",2011,"Birmingham","Waiverley  Park,Handsworth",NA
"1357",2011,"Birmingham","Walkabout  Bar  Broad  St",NA
"1358",2011,"Birmingham","Walkabout  Ph,  Broad  St,  Birmingham",NA
"1359",2011,"Birmingham","Walkabout  Ph,  Broad  str.,  Birmingham",NA
"1360",2011,"Birmingham","Walkabout,  Broad  str.",NA
"1361",2011,"Birmingham","Walsall  rd.,    Great  Barr",NA
"1362",2011,"Birmingham","Walsall  rd.,  Perry  Barr",NA
"1363",2011,"Birmingham","Warf  rd.  Kings  Norton",NA
"1364",2011,"Birmingham","Warwards  Lane",NA
"1365",2011,"Birmingham","Washington  dr.,  Handsworth  Wood",NA
"1366",2011,"Birmingham","Washington  str.",NA
"1367",2011,"Birmingham","Waterloo  rd.,  Smethwick",NA
"1368",2011,"Birmingham","Waverhill  Park,  Handsworth",NA
"1369",2011,"Birmingham","Waverhill  rd.,  Handsworth",NA
"1370",2011,"Birmingham","Way  Entrance  Villa  Ground",NA
"1371",2011,"Birmingham","Wellington  rd.",NA
"1372",2011,"Birmingham","Witton  Arms",NA
"1373",2011,"Birmingham","Witton  rd.",NA
"1374",2011,"Birmingham","Witton  rd.",NA
"1375",2011,"Birmingham","Witton  rd.  Aston",NA
"1376",2011,"Birmingham","Wrottesley  str.",NA
"1377",2011,"Birmingham","Primrose  Hill  Coventry",NA
"1378",2011,NA,"Albany  rd.",NA
"1379",2011,"Coventry","Aldbourne  rd.",NA
"1380",2011,"Coventry","Aldermans  Green  rd.",NA
"1381",2011,"Coventry","Allesley  Old  rd.",NA
"1382",2011,"Coventry","Almond  Tree  av.",NA
"1383",2011,"Coventry","Arbury  Ave  Coventry",NA
"1384",2011,"Coventry","Arena  Carpark  A444",NA
"1385",2011,"Coventry","Argyle  St  Coventry",NA
"1386",2011,"Coventry","Armstrong  av.  Stoke",NA
"1387",2011,"Coventry","Ashorne  Close",NA
"1388",2011,"Coventry","Attoxhall  Rd",NA
"1389",2011,"Coventry","Averley  rd.  ,  Daimler  Green",NA
"1390",2011,"Coventry","Awson  str.",NA
"1391",2011,"Coventry","Bandals  Surgery,  Foleshill  rd.",NA
"1392",2011,"Coventry","Bell  Green  Rd  Junction  A444",NA
"1393",2011,"Coventry","Bell  Green  rd.,  Coventry",NA
"1394",2011,"Coventry","Bell  Green  rd.,  Coventry",NA
"1395",2011,"Coventry","Binley  rd.",NA
"1396",2011,"Coventry","Binley  rd.",NA
"1397",2011,"Coventry","Binley  rd.",NA
"1398",2011,"Coventry","Binley  rd.",NA
"1399",2011,"Coventry","Bishop  str.",NA
"1400",2011,"Coventry","Blackhorse  Lane",NA
"1401",2011,"Coventry","Blythe  rd.",NA
"1402",2011,"Coventry","Bp  Garage  Ansty  rd.",NA
"1403",2011,"Coventry","Bramble  St  Coventry",NA
"1404",2011,"Coventry","Braod  Park  rd.,  Coventry",NA
"1405",2011,"Coventry","Bredon  Ave,  Coventry",NA
"1406",2011,"Coventry","Broadgate","Broadgate"
"1407",2011,"Coventry","Bull  Yard",NA
"1408",2011,"Coventry","Bushberry  av.",NA
"1409",2011,"Coventry","Butts  rd.  Coventry",NA
"1410",2011,"Coventry","Cashs  Lane",NA
"1411",2011,"Coventry","Cauldon  rd.",NA
"1412",2011,"Coventry","Charter  Ave",NA
"1413",2011,"Coventry","Charter  Ave  Coventry",NA
"1414",2011,"Coventry","Chester  str.",NA
"1415",2011,"Coventry","Chesterton  rd.",NA
"1416",2011,"Coventry","Cheveral  Ave,  Coventry",NA
"1417",2011,"Coventry","Cliffbridge  rd.",NA
"1418",2011,"Coventry","Clifton  St  ,Coventry.",NA
"1419",2011,"Coventry","Coc  str.",NA
"1420",2011,"Coventry","Communal  Landing  At  George  Poole  House,  Coventry",NA
"1421",2011,"Coventry","Compton  rd.",NA
"1422",2011,"Coventry","Concourse  Near  Mortimers",NA
"1423",2011,"Coventry","Cook  St",NA
"1424",2011,"Coventry","Corporation  St",NA
"1425",2011,"Coventry","Corporation  St  ,Coventry.",NA
"1426",2011,"Coventry","Corporation  str.",NA
"1427",2011,"Coventry","Coundon  rd.",NA
"1428",2011,"Coventry","Coventry","coventry"
"1429",2011,"Coventry","Coventry  Central  Cells",NA
"1430",2011,"Coventry","Coventry  Central  Front  Office",NA
"1431",2011,"Coventry","Coventry  Central  Pol  Stn",NA
"1432",2011,"Coventry","Coventry  Central  Police  Station",NA
"1433",2011,"Coventry","Coventry  Central  Police  Station",NA
"1434",2011,"Coventry","Coventry  Central  Ps",NA
"1435",2011,"Coventry","Coventry  Central  Ps",NA
"1436",2011,"Coventry","Coventry  Railwat  Station.",NA
"1437",2011,"Coventry","Coventry  Railway  Station.",NA
"1438",2011,"Coventry","Coventry  Train  Station",NA
"1439",2011,"Coventry","Cox  str.",NA
"1440",2011,"Coventry","Cross  rd.",NA
"1441",2011,"Coventry","Devonshire  Arms",NA
"1442",2011,"Coventry","Duckham  Court",NA
"1443",2011,"Coventry","Earlsdon  High  str.",NA
"1444",2011,"Coventry","Elms  Pub,  Birmingham  rd.",NA
"1445",2011,"Coventry","Fairfax  str.",NA
"1446",2011,"Coventry","Far  Gosford  str.",NA
"1447",2011,"Coventry","Far  Gosford  str.",NA
"1448",2011,"Coventry","Farndale  Ave",NA
"1449",2011,"Coventry","Farndale  Ave",NA
"1450",2011,"Coventry","Foleshill  Rd",NA
"1451",2011,"Coventry","Foleshill  rd.",NA
"1452",2011,"Coventry","Foleshill  rd.",NA
"1453",2011,"Coventry","Foleshill  rd.",NA
"1454",2011,"Coventry","Foleshill  rd.,  Coventry",NA
"1455",2011,"Coventry","Four  Pounds  Ave,  Coventry",NA
"1456",2011,"Coventry","Friars  rd.",NA
"1457",2011,"Coventry","Front  Of  Coventry  Central  Police  Station",NA
"1458",2011,"Coventry","Front  Office",NA
"1459",2011,"Coventry","Front  Office",NA
"1460",2011,"Coventry","Gala  Bingo,  Pool  Meadow",NA
"1461",2011,"Coventry","Gosford  str.",NA
"1462",2011,"Coventry","Gosford  str.",NA
"1463",2011,"Coventry","Gosford  str.",NA
"1464",2011,"Coventry","Greyfriars  St  Coventry",NA
"1465",2011,"Coventry","Gulson  rd.  Coventry",NA
"1466",2011,"Coventry","Gulson  rd.  Coventry",NA
"1467",2011,"Coventry","Hale  St",NA
"1468",2011,"Coventry","Hales  str.,  Coventry",NA
"1469",2011,"Coventry","Hartfrod  str.",NA
"1470",2011,"Coventry","Hayle  str.",NA
"1471",2011,"Coventry","Hayles  str.",NA
"1472",2011,"Coventry","Hedgefield  Way",NA
"1473",2011,"Coventry","Herald  Way  Coventry",NA
"1474",2011,"Coventry","High  St  Coventry",NA
"1475",2011,"Coventry","High  str.",NA
"1476",2011,"Coventry","High  str.",NA
"1477",2011,"Coventry","Hill  str.",NA
"1478",2011,"Coventry","Hipswell  Highway",NA
"1479",2011,"Coventry","Holmesdale  rd.",NA
"1480",2011,"Coventry","Hurst  rd.",NA
"1481",2011,"Coventry","Ibis  Hotel",NA
"1482",2011,"Coventry"," Kea  Car  Park",NA
"1483",2011,"Coventry","Ikea  Plaza",NA
"1484",2011,"Coventry","Iron  Monger  Row",NA
"1485",2011,"Coventry","Jardine  Crescent",NA
"1486",2011,"Coventry","Jardine  Crescent",NA
"1487",2011,"Coventry","Jasrdine  Crescent",NA
"1488",2011,"Coventry","Jd  Wetherspoon  Earlsdon",NA
"1489",2011,"Coventry","Jordan  Well",NA
"1490",2011,"Coventry","Jordan  Well  ,  Coventry",NA
"1491",2011,"Coventry","Jubilee  Cresent",NA
"1492",2011,"Coventry","Kirby  rd.",NA
"1493",2011,"Coventry","Lady  Lane",NA
"1494",2011,"Coventry","Lambeth  Close",NA
"1495",2011,"Coventry","Leader  Close",NA
"1496",2011,"Coventry","Lidice  Place",NA
"1497",2011,"Coventry","Lincoln  str.  ,Coventry",NA
"1498",2011,"Coventry","Littl  Park  str.",NA
"1499",2011,"Coventry","Little  Park  St  ,Coventry.",NA
"1500",2011,"Coventry","Little  Park  St  ,Coventry.",NA
"1501",2011,"Coventry","Little  Park  St  Coventry",NA
"1502",2011,"Coventry","Little  Park  str.",NA
"1503",2011,"Coventry","Little  Park  str.",NA
"1504",2011,"Coventry","Little  Park  str.",NA
"1505",2011,"Coventry","Little  Park  str.",NA
"1506",2011,"Coventry","Little  Park  str.",NA
"1507",2011,"Coventry","Little  Park  str.",NA
"1508",2011,"Coventry","Little  Park  str.",NA
"1509",2011,"Coventry","Little  Park  str.",NA
"1510",2011,"Coventry","Little  Park  str.",NA
"1511",2011,"Coventry","London  rd.",NA
"1512",2011,"Coventry","London  rd.",NA
"1513",2011,"Coventry","Longford  rd.",NA
"1514",2011,"Coventry","Lower  Ford  St",NA
"1515",2011,"Coventry","Lower  Ford  str.",NA
"1516",2011,"Coventry","Lower  Holyhead  D  Jtn  With  Spon  St",NA
"1517",2011,"Coventry","Lower  Holyhead  Rd  Coventry",NA
"1518",2011,"Coventry","Lower  Holyhead  rd.  Coventry",NA
"1519",2011,"Coventry","Lower  Precinct  Coventry",NA
"1520",2011,"Coventry","Mafo","MAFO"
"1521",2011,"Coventry","Manor  House  dr.",NA
"1522",2011,"Coventry","Market  Way",NA
"1523",2011,"Coventry","Mary  Slessor  St",NA
"1524",2011,"Coventry","Masser  rd.",NA
"1525",2011,"Coventry","Mcdonalds  Restaurant  A45  ,Coventry.",NA
"1526",2011,"Coventry","Memorial  Park,  Coventry",NA
"1527",2011,"Coventry","Middle  Ride",NA
"1528",2011,"Coventry","Mile  Lane",NA
"1529",2011,"Coventry","Mile  Lane",NA
"1530",2011,"Coventry","Millenium  Place",NA
"1531",2011,"Coventry","Millenium  Place",NA
"1532",2011,"Coventry","Mint  Casino,  King  William  str.",NA
"1533",2011,"Coventry","Miranda  Close",NA
"1534",2011,"Coventry","Morris  rd.",NA
"1535",2011,"Coventry","Motor  Museum",NA
"1536",2011,"Coventry","New  Union  St",NA
"1537",2011,"Coventry","Norman  Place  rd.",NA
"1538",2011,"Coventry","Northy  rd.",NA
"1539",2011,"Coventry","O/S  Ccfo",NA
"1540",2011,"Coventry","O/S  Coventry  Central  Police  Station",NA
"1541",2011,"Coventry","O/S  Gosford  Arms",NA
"1542",2011,"Coventry","Oak  Gosford  str.",NA
"1543",2011,"Coventry","Outside  Coventry  Central  Ps",NA
"1544",2011,"Coventry","Outside  Foleshill  Ps",NA
"1545",2011,"Coventry","Outside  Front  Of  Coventry  Central  Police  Station.",NA
"1546",2011,"Coventry","Outside  Heat  Bar",NA
"1547",2011,"Coventry","Outside  Kasbars",NA
"1548",2011,"Coventry","Outside  Of  The  Jewson  Stand,  Richo  Arena,  Coventry",NA
"1549",2011,"Coventry","Owenford  rd.",NA
"1550",2011,"Coventry","Palm  Tree  Ave,  Wood  End",NA
"1551",2011,"Coventry","Palmer  Lane  ,  Coventry.",NA
"1552",2011,"Coventry","Palmer  Lane  ,  Coventry.",NA
"1553",2011,"Coventry","Palmer  Lane  ,  Coventry.",NA
"1554",2011,"Coventry","Penruddick  dr.,  Coventry",NA
"1555",2011,"Coventry","Plymouth  Close",NA
"1556",2011,"Coventry","Pool  Meadow",NA
"1557",2011,"Coventry","Pool  Meadow  Bus  Station",NA
"1558",2011,"Coventry","Pool  Meadow  Bus  Stn",NA
"1559",2011,"Coventry","Poolmeadow","Poolmeadow"
"1560",2011,"Coventry","Poolmeadow  Bus  Station",NA
"1561",2011,"Coventry","Poolmeadow  Bus  Station",NA
"1562",2011,"Coventry","Poppy  Court,  Remembrance  rd.,  Willenhall,  Coventry",NA
"1563",2011,"Coventry","Primrose  Hill  St",NA
"1564",2011,"Coventry","Primrose  Hill  str.",NA
"1565",2011,"Coventry","Primrose  Hill  str.",NA
"1566",2011,"Coventry","Primrose  Hill  str.  ,Coventry.",NA
"1567",2011,"Coventry","Princethorpe  Way",NA
"1568",2011,"Coventry","Priory  Fields,  Coventry",NA
"1569",2011,"Coventry","Priory  Gardens",NA
"1570",2011,"Coventry","Priory  str.",NA
"1571",2011,"Coventry","Puma  Way",NA
"1572",2011,"Coventry","Queen  Mary's  rd.  ,Foleshill  ,Coventry.",NA
"1573",2011,"Coventry","Queen  Marys  rd.  Coventry",NA
"1574",2011,"Coventry","Queen  Victoria  rd.",NA
"1575",2011,"Coventry","Radford  rd.",NA
"1576",2011,"Coventry","Radford  rd.",NA
"1577",2011,"Coventry","Raglan  str.",NA
"1578",2011,"Coventry","Red  Lane",NA
"1579",2011,"Coventry","Remembrance  rd.",NA
"1580",2011,"Coventry","Richo  Areana",NA
"1581",2011,"Coventry","Richo  Areana",NA
"1582",2011,"Coventry","Richo  Arena,  Coventry",NA
"1583",2011,"Coventry","Ricoh  Arena",NA
"1584",2011,"Coventry","Ricoh  Arena",NA
"1585",2011,"Coventry","Ricoh  Arena",NA
"1586",2011,"Coventry","Ridgethorpe,  Willenhall,  Coventry",NA
"1587",2011,"Coventry","Rileys  Square,  Bell  Green",NA
"1588",2011,"Coventry","Ring  Rd",NA
"1589",2011,"Coventry","Riverwalk  Walk  Wood  End",NA
"1590",2011,"Coventry","Roland  av.  ,Holbrooks  ,Coventry.",NA
"1591",2011,"Coventry","Rotherhanm  rd.",NA
"1592",2011,"Coventry","Sainsburys  ,Trinity  St  ,Coventry.",NA
"1593",2011,"Coventry","Scots  Lane",NA
"1594",2011,"Coventry","Sewall  Highway",NA
"1595",2011,"Coventry","Sewall  Highway",NA
"1596",2011,"Coventry","Sewall  Highway  Coventry",NA
"1597",2011,"Coventry","Silver  str.  ,Coventry.",NA
"1598",2011,"Coventry","Sky  Blue  Way",NA
"1599",2011,"Coventry","Sky  Dome",NA
"1600",2011,"Coventry","Sky  Dome",NA
"1601",2011,"Coventry","Sky  Dome",NA
"1602",2011,"Coventry","Sky  Dome",NA
"1603",2011,"Coventry","Sky  Dome",NA
"1604",2011,"Coventry","Sky  Dome",NA
"1605",2011,"Coventry","Sky  Dome",NA
"1606",2011,"Coventry","Sky  Dome",NA
"1607",2011,"Coventry","Sky  Dome  Concourse",NA
"1608",2011,"Coventry","Sky  Dome  Concourse",NA
"1609",2011,"Coventry","Sky  Dome  Concourse",NA
"1610",2011,"Coventry","Sky  Dome  Concourse",NA
"1611",2011,"Coventry","Sky  Dome  Concourse",NA
"1612",2011,"Coventry","Sky  Dome  Concourse  Covenmtry",NA
"1613",2011,"Coventry","Sky  Dome  Concourse  Coventry",NA
"1614",2011,"Coventry","Sky  Dome  Concourse.",NA
"1615",2011,"Coventry","Sky  Dome,  Coventry",NA
"1616",2011,"Coventry","Sky  Dome,  Coventry  City  Centre",NA
"1617",2011,"Coventry","Sky  Dome.",NA
"1618",2011,"Coventry","Sky  Dome.",NA
"1619",2011,"Coventry","Sky  Dome.",NA
"1620",2011,"Coventry","Skydome","Skydome"
"1621",2011,"Coventry","Skydome","Skydome"
"1622",2011,"Coventry","Skydome","skydome"
"1623",2011,"Coventry","Skydome","Skydome"
"1624",2011,"Coventry","Skydome","Skydome"
"1625",2011,"Coventry","Skydome","Skydome"
"1626",2011,"Coventry","Skydome  ,  Coventry.",NA
"1627",2011,"Coventry","Skydome  Car  Park",NA
"1628",2011,"Coventry","Skydome  Car  Park",NA
"1629",2011,"Coventry","Skydome  Complex",NA
"1630",2011,"Coventry","Skydome  Complex",NA
"1631",2011,"Coventry","Skydome  Complex",NA
"1632",2011,"Coventry","Skydome  Complex,  Coventry",NA
"1633",2011,"Coventry","Skydome  Concourse",NA
"1634",2011,"Coventry","Skydome  Concourse",NA
"1635",2011,"Coventry","Skydome  Concourse",NA
"1636",2011,"Coventry","Skydome  Concourse",NA
"1637",2011,"Coventry","Skydome  Concourse",NA
"1638",2011,"Coventry","Skydome  Concourse",NA
"1639",2011,"Coventry","Skydome  Concourse",NA
"1640",2011,"Coventry","Skydome  Concourse",NA
"1641",2011,"Coventry","Skydome  Concourse",NA
"1642",2011,"Coventry","Skydome  Concourse",NA
"1643",2011,"Coventry","Skydome  Concourse",NA
"1644",2011,"Coventry","Skydome  Concourse",NA
"1645",2011,"Coventry","Skydome  Concourse",NA
"1646",2011,"Coventry","Skydome  Concourse",NA
"1647",2011,"Coventry","Skydome  Concourse",NA
"1648",2011,"Coventry","Skydome  Concourse  ,Coventry",NA
"1649",2011,"Coventry","Skydome  Concourse...",NA
"1650",2011,"Coventry","Skydome  Coventry",NA
"1651",2011,"Coventry","Skydome  Coventry",NA
"1652",2011,"Coventry","Skydome  Coventry  City  Centre",NA
"1653",2011,"Coventry","Skydome,  Coventry",NA
"1654",2011,"Coventry","Skydome,  Coventry",NA
"1655",2011,"Coventry","Sorell  Close",NA
"1656",2011,"Coventry","Southbank  rd.  ,Coventry.",NA
"1657",2011,"Coventry","Spom  St  Coventry",NA
"1658",2011,"Coventry","Spon  End",NA
"1659",2011,"Coventry","Spon  End,  Coventry",NA
"1660",2011,"Coventry","Spon  St  ,Coventry",NA
"1661",2011,"Coventry","Spon  St  ,Coventry.",NA
"1662",2011,"Coventry","Spon  St  Coventry",NA
"1663",2011,"Coventry","Spon  St  Coventry",NA
"1664",2011,"Coventry","Spon  St  Coventry",NA
"1665",2011,"Coventry","Spon  St  Coventry",NA
"1666",2011,"Coventry","Spon  St  Coventry",NA
"1667",2011,"Coventry","Spon  St  Coventry",NA
"1668",2011,"Coventry","Spon  St  Coventry",NA
"1669",2011,"Coventry","Spon  str.",NA
"1670",2011,"Coventry","Spon  str.",NA
"1671",2011,"Coventry","Spon  str.",NA
"1672",2011,"Coventry","Spon  str.",NA
"1673",2011,"Coventry","Spon  str.",NA
"1674",2011,"Coventry","Spon  str.",NA
"1675",2011,"Coventry","St  Georges  rd.",NA
"1676",2011,"Coventry","St  Georges  rd.,  Stoke",NA
"1677",2011,"Coventry","St  Lukes  rd.  Coventry",NA
"1678",2011,"Coventry","Stonet  Stanton  rd.  Police  Station",NA
"1679",2011,"Coventry","Stoney  Stanton  rd.  Police  Station,  Coventry",NA
"1680",2011,"Coventry","Swanswell  Park",NA
"1681",2011,"Coventry","Tachbrook  Close",NA
"1682",2011,"Coventry","Tarquin  Close,  Coventry",NA
"1683",2011,"Coventry","Terry  rd.",NA
"1684",2011,"Coventry","Terry  rd.,  Coventry",NA
"1685",2011,"Coventry","The  Bull  Yard  City  Centre",NA
"1686",2011,"Coventry","The  Bullyard",NA
"1687",2011,"Coventry","The  Burges",NA
"1688",2011,"Coventry","The  Burgess",NA
"1689",2011,"Coventry","The  Burgess",NA
"1690",2011,"Coventry","The  Burgess",NA
"1691",2011,"Coventry","The  Butts  Coventry",NA
"1692",2011,"Coventry","The  Butts  Retreat  Ph",NA
"1693",2011,"Coventry","The  Croft  Longford",NA
"1694",2011,"Coventry","The  Forum  Medical  Centre,  Coventry",NA
"1695",2011,"Coventry","Thimbler  rd.",NA
"1696",2011,"Coventry","Tile  Hill  Lane  Coventry",NA
"1697",2011,"Coventry","Torrington  av.",NA
"1698",2011,"Coventry","Trinity  Point  Link",NA
"1699",2011,"Coventry","Trinity  str.",NA
"1700",2011,"Coventry","Trinity  str.",NA
"1701",2011,"Coventry","Trinity  str.",NA
"1702",2011,"Coventry","Trinity  str.  City  Centre  Coventry",NA
"1703",2011,"Coventry","University  Hospital",NA
"1704",2011,"Coventry","University  Hospital",NA
"1705",2011,"Coventry","University  Hospital  Coventry",NA
"1706",2011,"Coventry","Unniversity  Of  Warwick,  Coventry",NA
"1707",2011,"Coventry","Upper  Spon  St",NA
"1708",2011,"Coventry","Vine  str.",NA
"1709",2011,"Coventry","Vine  str.",NA
"1710",2011,"Coventry","Vinecote  rd.",NA
"1711",2011,"Coventry","Wallace  Rd",NA
"1712",2011,"Coventry","Walsgrave  Hospital",NA
"1713",2011,"Coventry","Warwick  Row",NA
"1714",2011,"Coventry","Warwick  University",NA
"1715",2011,"Coventry","West  Orchard",NA
"1716",2011,"Coventry","West  Orchards  Circulatory  rd.",NA
"1717",2011,"Coventry","White  str.",NA
"1718",2011,"Coventry","Willenhall  Lane  Coventry",NA
"1719",2011,"Coventry","Willenhall  Police  Station  Front  Office",NA
"1720",2011,"Coventry","Willenhall  Ps",NA
"1721",2011,"Coventry","Winnalthorpe","Winnalthorpe"
"1722",2011,"Coventry","Wood  Way  Lane  Coventry",NA
"1723",2011,"Coventry","Wroxall  dr.",NA
"1724",2011,"Coventry","Wroxhall  dr.",NA
"1725",2011,"Dudley","Albion  str.  Brierley  Hill",NA
"1726",2011,"Dudley","Amblecote  High  str.  Stourbridge",NA
"1727",2011,"Dudley","Arley  Court",NA
"1728",2011,"Dudley","Baptist  End  rd.  Netherton.",NA
"1729",2011,"Dudley","Bell  St,  Stourbridge",NA
"1730",2011,"Dudley","Bell  str.",NA
"1731",2011,"Dudley","Bell  str.,Stourbridge",NA
"1732",2011,"Dudley","Bhps","BHPS"
"1733",2011,"Dudley","Birmingham  str.,  Stourbridge",NA
"1734",2011,"Dudley","Bramford  Arms",NA
"1735",2011,"Dudley","Brettle  Lane",NA
"1736",2011,"Dudley","Brickhouse  rd.",NA
"1737",2011,"Dudley","Brisbane  rd.,  Smethwick",NA
"1738",2011,"Dudley","Broadway  Stourbridge",NA
"1739",2011,"Dudley","Broadway,  Stourbridge",NA
"1740",2011,"Dudley","Broadway,  Stourbridge",NA
"1741",2011,"Dudley","Burmese  Way,  Rowley  Regis",NA
"1742",2011,"Dudley","Bus  Station,  Dudley",NA
"1743",2011,"Dudley","Carpark  Of  Maybrook  Hosue  In  Halesowen",NA
"1744",2011,"Dudley","Carpark  Of  The  Barley  Mow    High  str.  Wollaston",NA
"1745",2011,"Dudley","Castlegate  Dudley",NA
"1746",2011,"Dudley","Cinder  Bank   Sland  Netherton",NA
"1747",2011,"Dudley","Court  St",NA
